TaskId,Subject,OpportunityId,Status,Priority
TaskId_374,Subject_253,OpportunityId_198,Status_422,Priority_188
TaskId_166,Subject_105,OpportunityId_97,Status_63,Priority_65
TaskId_255,Subject_383,OpportunityId_479,Status_159,Priority_102
TaskId_111,Subject_357,OpportunityId_420,Status_296,Priority_36
TaskId_136,Subject_204,OpportunityId_469,Status_388,Priority_407
TaskId_204,Subject_51,OpportunityId_94,Status_261,Priority_373
TaskId_388,Subject_252,OpportunityId_267,Status_42,Priority_192
TaskId_243,Subject_247,OpportunityId_21,Status_73,Priority_245
TaskId_349,Subject_34,OpportunityId_36,Status_167,Priority_497
TaskId_126,Subject_228,OpportunityId_499,Status_356,Priority_161
TaskId_481,Subject_440,OpportunityId_168,Status_483,Priority_450
TaskId_439,Subject_17,OpportunityId_154,Status_303,Priority_307
TaskId_332,Subject_306,OpportunityId_308,Status_174,Priority_187
TaskId_222,Subject_382,OpportunityId_329,Status_290,Priority_385
TaskId_90,Subject_218,OpportunityId_225,Status_47,Priority_10
TaskId_351,Subject_216,OpportunityId_60,Status_59,Priority_187
TaskId_388,Subject_244,OpportunityId_70,Status_268,Priority_171
TaskId_460,Subject_362,OpportunityId_366,Status_271,Priority_482
TaskId_471,Subject_482,OpportunityId_292,Status_40,Priority_215
TaskId_243,Subject_374,OpportunityId_378,Status_81,Priority_8
TaskId_7,Subject_457,OpportunityId_119,Status_391,Priority_171
TaskId_399,Subject_359,OpportunityId_339,Status_89,Priority_23
TaskId_76,Subject_1,OpportunityId_21,Status_169,Priority_445
TaskId_354,Subject_174,OpportunityId_55,Status_457,Priority_497
TaskId_336,Subject_422,OpportunityId_149,Status_38,Priority_123
TaskId_444,Subject_384,OpportunityId_90,Status_342,Priority_132
TaskId_423,Subject_74,OpportunityId_235,Status_107,Priority_58
TaskId_250,Subject_315,OpportunityId_265,Status_135,Priority_374
TaskId_344,Subject_372,OpportunityId_432,Status_415,Priority_43
TaskId_318,Subject_397,OpportunityId_294,Status_330,Priority_158
TaskId_467,Subject_391,OpportunityId_280,Status_92,Priority_213
TaskId_86,Subject_47,OpportunityId_212,Status_21,Priority_242
TaskId_88,Subject_479,OpportunityId_262,Status_420,Priority_343
TaskId_310,Subject_134,OpportunityId_176,Status_321,Priority_344
TaskId_344,Subject_96,OpportunityId_472,Status_382,Priority_79
TaskId_299,Subject_179,OpportunityId_432,Status_478,Priority_340
TaskId_153,Subject_112,OpportunityId_158,Status_338,Priority_437
TaskId_211,Subject_30,OpportunityId_158,Status_49,Priority_117
TaskId_419,Subject_14,OpportunityId_174,Status_132,Priority_278
TaskId_487,Subject_54,OpportunityId_478,Status_483,Priority_273
TaskId_70,Subject_470,OpportunityId_70,Status_214,Priority_170
TaskId_455,Subject_117,OpportunityId_336,Status_180,Priority_34
TaskId_482,Subject_27,OpportunityId_35,Status_167,Priority_189
TaskId_214,Subject_132,OpportunityId_292,Status_203,Priority_238
TaskId_132,Subject_280,OpportunityId_92,Status_208,Priority_18
TaskId_254,Subject_121,OpportunityId_47,Status_393,Priority_122
TaskId_27,Subject_98,OpportunityId_426,Status_5,Priority_497
TaskId_253,Subject_348,OpportunityId_173,Status_47,Priority_469
TaskId_19,Subject_456,OpportunityId_120,Status_139,Priority_14
TaskId_485,Subject_66,OpportunityId_93,Status_247,Priority_248
TaskId_153,Subject_89,OpportunityId_339,Status_54,Priority_314
TaskId_76,Subject_394,OpportunityId_338,Status_185,Priority_20
TaskId_329,Subject_38,OpportunityId_440,Status_58,Priority_158
TaskId_242,Subject_439,OpportunityId_185,Status_270,Priority_286
TaskId_125,Subject_300,OpportunityId_376,Status_326,Priority_435
TaskId_399,Subject_200,OpportunityId_148,Status_89,Priority_28
TaskId_406,Subject_202,OpportunityId_275,Status_294,Priority_29
TaskId_340,Subject_353,OpportunityId_117,Status_424,Priority_278
TaskId_382,Subject_349,OpportunityId_424,Status_21,Priority_103
TaskId_168,Subject_401,OpportunityId_195,Status_83,Priority_112
TaskId_25,Subject_42,OpportunityId_434,Status_116,Priority_134
TaskId_192,Subject_355,OpportunityId_377,Status_130,Priority_483
TaskId_448,Subject_161,OpportunityId_178,Status_370,Priority_310
TaskId_157,Subject_189,OpportunityId_384,Status_397,Priority_446
TaskId_278,Subject_256,OpportunityId_24,Status_248,Priority_385
TaskId_498,Subject_133,OpportunityId_365,Status_166,Priority_295
TaskId_174,Subject_228,OpportunityId_260,Status_482,Priority_124
TaskId_356,Subject_165,OpportunityId_163,Status_334,Priority_71
TaskId_485,Subject_437,OpportunityId_160,Status_360,Priority_409
TaskId_51,Subject_9,OpportunityId_333,Status_276,Priority_112
TaskId_220,Subject_200,OpportunityId_468,Status_284,Priority_355
TaskId_335,Subject_83,OpportunityId_474,Status_452,Priority_184
TaskId_379,Subject_182,OpportunityId_47,Status_84,Priority_158
TaskId_43,Subject_283,OpportunityId_264,Status_377,Priority_103
TaskId_425,Subject_167,OpportunityId_59,Status_392,Priority_411
TaskId_128,Subject_215,OpportunityId_433,Status_155,Priority_187
TaskId_420,Subject_480,OpportunityId_482,Status_267,Priority_334
TaskId_53,Subject_124,OpportunityId_233,Status_265,Priority_270
