OpportunityId,OpportunityName,AccountId,StageName,Amount,CloseDate
006000000000315,Opportunity 315,001000000000404,Needs Analysis,595492.69,2024-08-04 04:06:18
006000000000316,Opportunity 316,001000000000307,Qualification,808523.45,2023-04-15 12:42:50
006000000000317,Opportunity 317,001000000000255,Needs Analysis,481718.55,2023-03-30 02:17:12
006000000000318,Opportunity 318,001000000000182,Needs Analysis,996161.72,2024-01-17 18:33:12
006000000000319,Opportunity 319,001000000000116,Prospecting,68876.85,2024-05-09 08:08:36
006000000000320,Opportunity 320,001000000000281,Closed Won,13136.17,2023-08-26 01:25:13
006000000000321,Opportunity 321,001000000000195,Proposal,643796.33,2023-06-08 19:53:36
006000000000322,Opportunity 322,001000000000033,Qualification,305450.56,2023-06-16 08:51:28
006000000000323,Opportunity 323,001000000000051,Proposal,247978.56,2024-01-11 10:59:33
006000000000324,Opportunity 324,001000000000111,Closed Lost,318780.09,2024-01-03 14:59:45
006000000000325,Opportunity 325,001000000000251,Proposal,263487.09,2024-01-17 12:32:55
006000000000326,Opportunity 326,001000000000081,Closed Lost,40482.15,2023-03-03 01:57:00
006000000000327,Opportunity 327,001000000000231,Closed Won,971817.71,2023-11-02 05:33:28
006000000000328,Opportunity 328,001000000000226,Closed Lost,228538.03,2024-10-06 04:53:48
006000000000329,Opportunity 329,001000000000232,Proposal,736689.46,2024-04-17 12:40:35
006000000000330,Opportunity 330,001000000000220,Proposal,764970.43,2023-06-23 20:25:40
006000000000331,Opportunity 331,001000000000435,Closed Lost,929964.82,2023-01-21 09:01:51
006000000000332,Opportunity 332,001000000000412,Needs Analysis,40243.96,2023-02-10 23:50:15
006000000000333,Opportunity 333,001000000000421,Closed Won,873327.86,2023-04-08 14:56:50
006000000000334,Opportunity 334,001000000000041,Prospecting,531953.92,2023-10-07 17:04:20
006000000000335,Opportunity 335,001000000000020,Qualification,636218.67,2023-02-23 08:35:46
006000000000336,Opportunity 336,001000000000041,Proposal,648025.57,2024-11-18 21:53:15
006000000000337,Opportunity 337,001000000000396,Qualification,821599.83,2024-03-12 06:28:41
006000000000338,Opportunity 338,001000000000112,Prospecting,340073.25,2024-07-27 09:22:58
006000000000339,Opportunity 339,001000000000104,Qualification,735720.68,2023-03-03 22:37:06
006000000000340,Opportunity 340,001000000000191,Prospecting,533292.33,2023-06-08 13:02:36
006000000000341,Opportunity 341,001000000000016,Closed Lost,795460.07,2024-04-07 07:48:11
006000000000342,Opportunity 342,001000000000119,Needs Analysis,990640.57,2024-02-14 00:13:58
006000000000343,Opportunity 343,001000000000392,Proposal,208644.51,2023-06-22 11:02:06
006000000000344,Opportunity 344,001000000000424,Prospecting,994702.16,2024-10-14 19:45:58
006000000000345,Opportunity 345,001000000000128,Qualification,98914.03,2024-03-21 05:31:50
006000000000346,Opportunity 346,001000000000129,Proposal,12294.37,2023-04-15 08:51:37
006000000000347,Opportunity 347,001000000000059,Needs Analysis,53720.32,2023-04-07 02:25:43
006000000000348,Opportunity 348,001000000000047,Closed Lost,348364.58,2024-05-27 20:22:28
006000000000349,Opportunity 349,001000000000028,Proposal,636577.27,2024-10-18 01:49:08
006000000000350,Opportunity 350,001000000000096,Prospecting,78339.25,2024-10-13 14:53:01
006000000000351,Opportunity 351,001000000000009,Needs Analysis,15609.16,2024-06-13 22:52:06
006000000000352,Opportunity 352,001000000000241,Qualification,937720.12,2024-01-13 02:07:37
006000000000353,Opportunity 353,001000000000313,Needs Analysis,823707.37,2024-11-21 08:20:35
006000000000354,Opportunity 354,001000000000443,Needs Analysis,811091.34,2024-10-16 10:16:46
006000000000355,Opportunity 355,001000000000231,Closed Won,885580.03,2024-10-20 22:45:05
006000000000356,Opportunity 356,001000000000276,Needs Analysis,703033.93,2023-03-19 07:19:15
006000000000357,Opportunity 357,001000000000283,Needs Analysis,113360.09,2023-03-08 09:46:20
006000000000358,Opportunity 358,001000000000202,Proposal,405109.19,2024-10-08 11:56:12
006000000000359,Opportunity 359,001000000000246,Qualification,725917.99,2023-09-21 21:58:31
006000000000360,Opportunity 360,001000000000289,Proposal,287531.12,2024-12-09 21:54:48
006000000000361,Opportunity 361,001000000000263,Proposal,690532.3,2024-12-19 01:10:07
006000000000362,Opportunity 362,001000000000442,Prospecting,34253.46,2023-06-20 23:43:14
006000000000363,Opportunity 363,001000000000213,Proposal,313075.97,2023-01-03 14:36:31
006000000000364,Opportunity 364,001000000000199,Closed Won,553639.03,2024-07-14 17:48:22
006000000000365,Opportunity 365,001000000000432,Closed Won,635768.93,2023-03-19 12:42:21
006000000000366,Opportunity 366,001000000000078,Prospecting,581270.26,2023-07-16 09:30:03
006000000000367,Opportunity 367,001000000000400,Closed Lost,700778.71,2024-07-02 22:10:53
006000000000368,Opportunity 368,001000000000443,Qualification,16027.86,2024-03-06 09:44:24
006000000000369,Opportunity 369,001000000000342,Qualification,109931.79,2023-09-05 12:28:10
006000000000370,Opportunity 370,001000000000343,Proposal,870254.81,2023-11-20 11:51:31
006000000000371,Opportunity 371,001000000000172,Proposal,684931.16,2024-11-26 12:52:09
006000000000372,Opportunity 372,001000000000466,Closed Lost,121802.33,2023-06-13 06:34:54
006000000000373,Opportunity 373,001000000000068,Proposal,843653.69,2023-08-12 12:36:50
006000000000374,Opportunity 374,001000000000415,Qualification,249808.91,2023-12-11 00:24:04
006000000000375,Opportunity 375,001000000000427,Needs Analysis,483477.29,2023-12-08 21:02:56
006000000000376,Opportunity 376,001000000000448,Closed Won,153744.55,2023-06-07 04:29:54
006000000000377,Opportunity 377,001000000000086,Needs Analysis,713008.96,2023-03-06 18:35:26
006000000000378,Opportunity 378,001000000000100,Needs Analysis,670185.88,2024-11-27 02:55:19
006000000000379,Opportunity 379,001000000000007,Qualification,219001.35,2024-12-09 05:03:22
006000000000380,Opportunity 380,001000000000332,Needs Analysis,864766.76,2024-01-18 19:33:59
006000000000381,Opportunity 381,001000000000199,Closed Lost,407292.96,2023-02-08 02:11:10
006000000000382,Opportunity 382,001000000000086,Prospecting,299589.94,2023-07-22 02:58:04
006000000000383,Opportunity 383,001000000000042,Proposal,160806.29,2024-02-02 15:26:27
006000000000384,Opportunity 384,001000000000384,Prospecting,273506.33,2023-11-01 03:07:13
006000000000385,Opportunity 385,001000000000108,Closed Won,31806.65,2024-02-16 15:53:00
006000000000386,Opportunity 386,001000000000434,Proposal,587424.92,2023-10-01 07:09:11
006000000000387,Opportunity 387,001000000000407,Needs Analysis,843808.44,2024-03-16 01:34:15
006000000000388,Opportunity 388,001000000000482,Closed Won,553490.64,2024-11-28 05:17:29
006000000000389,Opportunity 389,001000000000151,Proposal,227081.22,2024-09-02 19:58:59
006000000000390,Opportunity 390,001000000000016,Closed Lost,43332.49,2024-06-29 07:48:18
006000000000391,Opportunity 391,001000000000132,Closed Lost,222481.79,2023-01-02 17:02:25
006000000000392,Opportunity 392,001000000000147,Closed Lost,421960.21,2023-02-13 21:33:44
006000000000393,Opportunity 393,001000000000276,Closed Lost,762015.31,2024-05-20 11:40:32
006000000000394,Opportunity 394,001000000000231,Needs Analysis,195964.42,2024-01-25 22:55:18
006000000000395,Opportunity 395,001000000000313,Prospecting,722593.54,2024-12-04 13:31:32
006000000000396,Opportunity 396,001000000000414,Proposal,868264.13,2023-03-02 18:24:55
006000000000397,Opportunity 397,001000000000365,Needs Analysis,459407.38,2024-03-12 09:59:15
006000000000398,Opportunity 398,001000000000227,Closed Lost,823217.67,2023-06-16 16:30:14
006000000000399,Opportunity 399,001000000000138,Prospecting,559110.77,2024-03-30 02:26:52
006000000000400,Opportunity 400,001000000000435,Closed Won,640719.93,2023-11-11 05:21:08
006000000000401,Opportunity 401,001000000000398,Closed Won,531015.68,2023-03-01 14:25:34
006000000000402,Opportunity 402,001000000000210,Closed Won,468540.99,2023-05-23 12:13:49
006000000000403,Opportunity 403,001000000000390,Closed Lost,242306.91,2023-02-08 08:39:04
006000000000404,Opportunity 404,001000000000498,Closed Won,310162.12,2023-01-01 13:52:56
006000000000405,Opportunity 405,001000000000027,Qualification,297070.42,2024-09-03 17:44:28
006000000000406,Opportunity 406,001000000000050,Proposal,567656.04,2024-05-27 19:16:08
006000000000407,Opportunity 407,001000000000490,Proposal,128754.16,2024-12-19 14:37:47
006000000000408,Opportunity 408,001000000000441,Closed Lost,917623.77,2023-12-09 06:20:37
006000000000409,Opportunity 409,001000000000260,Qualification,723448.59,2023-05-20 06:01:41
006000000000410,Opportunity 410,001000000000260,Needs Analysis,407431.17,2024-01-21 17:20:36
006000000000411,Opportunity 411,001000000000349,Needs Analysis,167037.9,2023-08-06 15:28:56
006000000000412,Opportunity 412,001000000000351,Closed Won,883172.25,2023-08-04 03:42:01
006000000000413,Opportunity 413,001000000000007,Prospecting,825540.31,2024-10-11 05:29:11
006000000000414,Opportunity 414,001000000000319,Needs Analysis,724504.34,2024-01-02 15:06:46
006000000000415,Opportunity 415,001000000000137,Prospecting,278831.58,2023-01-23 12:53:58
006000000000416,Opportunity 416,001000000000037,Proposal,408422.17,2023-12-31 01:32:21
006000000000417,Opportunity 417,001000000000110,Prospecting,111720.77,2024-05-16 14:33:56
006000000000418,Opportunity 418,001000000000479,Proposal,197149.13,2023-12-18 07:52:28
006000000000419,Opportunity 419,001000000000367,Qualification,785186.47,2024-08-02 22:51:46
006000000000420,Opportunity 420,001000000000219,Qualification,717888.33,2024-01-20 11:29:03
006000000000421,Opportunity 421,001000000000336,Closed Lost,597550.91,2023-03-15 06:20:34
006000000000422,Opportunity 422,001000000000222,Closed Lost,896769.46,2023-09-07 20:11:01
006000000000423,Opportunity 423,001000000000135,Closed Won,587433.85,2024-06-10 16:05:02
006000000000424,Opportunity 424,001000000000255,Needs Analysis,472298.32,2023-06-29 21:16:51
006000000000425,Opportunity 425,001000000000359,Closed Won,346967.04,2024-11-13 01:11:55
006000000000426,Opportunity 426,001000000000408,Proposal,941044.02,2024-10-18 15:35:39
006000000000427,Opportunity 427,001000000000328,Closed Won,91888.31,2023-10-03 13:37:41
006000000000428,Opportunity 428,001000000000449,Prospecting,931578.5,2024-10-06 23:27:46
006000000000429,Opportunity 429,001000000000462,Proposal,828447.51,2023-12-04 21:22:06
006000000000430,Opportunity 430,001000000000433,Closed Lost,138630.63,2023-01-01 12:37:55
006000000000431,Opportunity 431,001000000000450,Qualification,569334.51,2024-01-09 21:17:34
006000000000432,Opportunity 432,001000000000048,Closed Lost,867882.5,2024-04-26 21:16:24
006000000000433,Opportunity 433,001000000000291,Needs Analysis,576091.07,2023-08-21 09:56:20
006000000000434,Opportunity 434,001000000000381,Proposal,908127.82,2024-03-26 19:39:56
006000000000435,Opportunity 435,001000000000323,Proposal,943553.98,2023-02-07 11:47:34
006000000000436,Opportunity 436,001000000000077,Prospecting,428160.68,2023-01-13 17:26:17
006000000000437,Opportunity 437,001000000000104,Needs Analysis,383540.52,2023-10-29 00:58:25
006000000000438,Opportunity 438,001000000000168,Qualification,936957.94,2023-09-27 05:18:21
006000000000439,Opportunity 439,001000000000216,Proposal,678388.66,2024-09-28 01:11:25
006000000000440,Opportunity 440,001000000000377,Proposal,124862.45,2023-10-02 17:39:48
006000000000441,Opportunity 441,001000000000118,Prospecting,51868.83,2024-04-17 01:34:16
006000000000442,Opportunity 442,001000000000189,Closed Won,568982.76,2023-05-20 20:45:35
006000000000443,Opportunity 443,001000000000254,Qualification,930869.26,2023-08-01 17:36:26
006000000000444,Opportunity 444,001000000000369,Closed Lost,845806.22,2023-10-16 23:52:18
006000000000445,Opportunity 445,001000000000265,Needs Analysis,679089.27,2024-04-29 03:02:37
006000000000446,Opportunity 446,001000000000148,Proposal,147724.69,2023-01-18 17:17:44
006000000000447,Opportunity 447,001000000000163,Proposal,261689.07,2024-07-28 22:47:25
006000000000448,Opportunity 448,001000000000139,Closed Lost,876756.11,2024-03-15 10:11:59
006000000000449,Opportunity 449,001000000000346,Qualification,190979.16,2024-07-16 11:33:14
006000000000450,Opportunity 450,001000000000487,Closed Won,285655.01,2024-05-03 01:57:09
006000000000451,Opportunity 451,001000000000257,Proposal,138304.64,2023-01-25 00:43:18
006000000000452,Opportunity 452,001000000000373,Qualification,679347.15,2023-03-28 10:01:51
006000000000453,Opportunity 453,001000000000268,Closed Lost,944542.48,2023-07-31 04:22:15
006000000000454,Opportunity 454,001000000000180,Prospecting,276278.35,2024-09-12 12:39:49
006000000000455,Opportunity 455,001000000000159,Closed Won,480652.54,2023-05-08 18:22:12
006000000000456,Opportunity 456,001000000000350,Needs Analysis,637996.34,2024-07-11 19:10:45
006000000000457,Opportunity 457,001000000000399,Proposal,999471.59,2024-09-14 00:23:48
006000000000458,Opportunity 458,001000000000287,Qualification,113759.98,2024-03-22 05:19:03
006000000000459,Opportunity 459,001000000000287,Prospecting,503585.09,2023-08-25 19:58:40
006000000000460,Opportunity 460,001000000000379,Needs Analysis,391268.92,2023-10-10 20:03:27
006000000000461,Opportunity 461,001000000000225,Qualification,867161.96,2023-01-17 10:40:58
006000000000462,Opportunity 462,001000000000010,Qualification,481208.05,2024-02-13 14:30:14
006000000000463,Opportunity 463,001000000000009,Needs Analysis,119867.75,2024-10-20 12:14:22
006000000000464,Opportunity 464,001000000000270,Prospecting,638079.9,2023-07-10 09:00:25
006000000000465,Opportunity 465,001000000000272,Closed Lost,773072.81,2023-11-04 23:54:49
006000000000466,Opportunity 466,001000000000423,Prospecting,12852.44,2023-09-08 20:33:35
006000000000467,Opportunity 467,001000000000401,Closed Won,860367.12,2024-07-04 08:35:06
006000000000468,Opportunity 468,001000000000182,Proposal,194162.77,2023-06-18 17:57:53
006000000000469,Opportunity 469,001000000000456,Needs Analysis,556548.67,2023-04-08 23:51:25
006000000000470,Opportunity 470,001000000000152,Closed Lost,421639.53,2023-10-08 18:03:52
006000000000471,Opportunity 471,001000000000487,Needs Analysis,722457.28,2023-06-10 03:41:04
006000000000472,Opportunity 472,001000000000314,Needs Analysis,377450.0,2023-06-20 16:59:11
006000000000473,Opportunity 473,001000000000333,Prospecting,871065.54,2024-07-09 09:04:09
006000000000474,Opportunity 474,001000000000123,Proposal,733191.4,2024-10-14 01:45:57
006000000000475,Opportunity 475,001000000000472,Closed Won,651236.04,2023-04-27 02:04:00
006000000000476,Opportunity 476,001000000000113,Qualification,798278.19,2024-01-23 22:22:59
006000000000477,Opportunity 477,001000000000277,Qualification,756482.8,2024-08-05 00:56:15
006000000000478,Opportunity 478,001000000000499,Needs Analysis,45579.29,2023-12-22 21:36:46
006000000000479,Opportunity 479,001000000000413,Proposal,400787.01,2024-07-15 16:26:00
006000000000480,Opportunity 480,001000000000467,Closed Lost,931499.22,2023-09-03 15:17:14
006000000000481,Opportunity 481,001000000000212,Prospecting,134467.03,2024-03-23 15:43:16
006000000000482,Opportunity 482,001000000000171,Proposal,739725.58,2024-10-19 00:08:04
006000000000483,Opportunity 483,001000000000287,Proposal,974845.89,2024-03-11 18:11:49
006000000000484,Opportunity 484,001000000000434,Prospecting,61676.64,2024-11-19 17:00:48
006000000000485,Opportunity 485,001000000000173,Needs Analysis,685371.94,2023-09-24 16:20:14
006000000000486,Opportunity 486,001000000000112,Proposal,473472.6,2024-03-17 22:51:04
006000000000487,Opportunity 487,001000000000375,Qualification,583383.5,2023-01-11 15:35:14
006000000000488,Opportunity 488,001000000000404,Prospecting,94487.92,2024-05-07 10:02:11
006000000000489,Opportunity 489,001000000000482,Closed Lost,52576.88,2023-07-02 10:28:32
006000000000490,Opportunity 490,001000000000121,Closed Won,670197.99,2024-07-03 06:59:52
006000000000491,Opportunity 491,001000000000031,Needs Analysis,825076.34,2024-07-16 09:42:22
006000000000492,Opportunity 492,001000000000221,Prospecting,784195.18,2023-05-18 22:42:09
006000000000493,Opportunity 493,001000000000118,Closed Won,548367.67,2024-04-27 15:44:39
006000000000494,Opportunity 494,001000000000038,Closed Won,108868.15,2024-02-18 15:02:38
006000000000495,Opportunity 495,001000000000496,Closed Lost,691164.0,2024-07-10 20:04:47
006000000000496,Opportunity 496,001000000000267,Proposal,249469.99,2023-08-11 22:48:06
006000000000497,Opportunity 497,001000000000232,Closed Lost,911958.02,2024-03-03 01:38:02
006000000000498,Opportunity 498,001000000000430,Proposal,839882.71,2023-11-27 05:31:49
006000000000499,Opportunity 499,001000000000017,Proposal,712289.14,2024-09-21 02:35:26
